AvgTemperature
38.0
38.4
27.3
14.4
7.2
6.1
-0.8
7.0
11.1
13.2
3.5
0.8
19.3
27.3
23.2
20.3
25.4
16.9
11.8
7.7
9.3
20.8
31.2
34.2
37.6
37.1
32.4
32.0
33.7
34.6
32.7
17.6
16.1
17.3
22.9
24.7
27.5
25.1
26.2
29.9
27.3
21.4
28.5
21.9
18.3
10.1
12.5
23.3
35.1
29.7
19.9
22.4
21.4
16.3
15.5
15.3
15.1
18.4
17.0
18.6
20.2
29.0
27.8
25.0
28.3
30.1
33.1
36.8
36.6
39.7
34.6
32.6
35.5
35.5
34.8
41.0
39.3
38.0
36.0
38.7
40.7
40.5
42.4
43.0
38.1
40.6
41.3
41.5
38.4
39.0
39.0
36.9
36.7
38.0
34.8
37.9
38.8
44.1
47.5
40.9
42.0
41.8
41.7
42.1
41.8
44.2
40.6
35.6
34.2
37.1
36.5
36.2
34.5
35.1
40.0
42.7
42.7
45.5
47.6
46.6
49.0
49.7
45.5
45.5
44.7
45.8
50.7
47.9
47.8
48.5
48.5
45.9
47.3
47.7
53.7
51.3
48.5
49.1
54.6
51.1
51.2
52.4
52.7
53.0
53.0
51.4
53.4
55.7
56.3
52.5
52.5
53.6
52.2
53.3
58.1
57.2
58.5
60.8
60.5
56.8
56.7
61.3
62.0
59.5
60.6
59.1
57.9
59.0
62.5
56.9
60.2
59.8
59.1
62.8
67.2
63.4
60.7
65.7
68.0
70.8
68.4
63.1
71.3
69.6
71.9
73.5
69.8
71.8
72.5
72.3
63.1
60.0
61.5
63.0
64.7
61.0
64.6
63.5
65.9
69.0
67.3
64.5
67.3
66.3
62.4
60.5
61.8
58.6
61.3
59.2
62.9
63.3
60.9
62.9
64.4
65.3
64.5
66.3
68.8
68.0
67.7
66.3
65.8
66.3
69.5
67.3
67.6
66.7
66.4
63.0
58.5
56.2
55.8
57.7
59.5
57.9
59.4
62.3
59.3
58.4
58.3
56.4
57.3
58.1
62.4
58.7
57.6
57.6
54.3
53.8
54.5
57.9
59.0
56.1
57.8
55.3
56.7
53.5
53.4
54.6
54.9
55.3
52.1
50.9
45.7
47.6
51.2
46.0
39.5
41.1
43.7
46.2
47.3
49.7
46.9
43.3
47.2
45.3
41.8
38.9
43.3
47.4
44.8
41.7
42.1
34.5
34.8
34.5
36.5
36.6
37.5
39.8
37.7
39.9
38.3
41.4
46.4
43.3
38.7
40.1
45.1
50.3
47.9
41.9
40.3
42.6
40.0
37.4
36.8
36.0
39.5
41.8
38.1
36.4
33.9
34.3
35.1
35.6
35.1
36.0
34.6
36.2
32.0
40.0
44.0
40.0
40.1
35.7
25.8
19.3
22.8
38.9
35.8
40.1
33.3
31.3
26.5
22.1
13.7
15.7
26.3
37.4
39.3
39.1
29.7
33.1
32.6
33.1
30.5
31.3
27.5
26.7
20.0
14.8
11.7
8.7
15.8
16.7
23.8
22.5
9.3
12.4
15.1
30.2
41.0
